,Il,Ilce,Mahalle,Konut Tipi,Oda Sayisi,Bulundugu Kat,Metrekare,Fiyat
2246,İstanbul,Sancaktepe,Fatih Mh.,Daire,3+1,3,125,2890000
2247,İstanbul,Gaziosmanpaşa,Karadeniz Mh.,Residence,3+1,16,180,7999999
2248,Adana,Ceyhan,Fatih Sultan Mehmet Mh.,Müstakil Ev,2+1,,163,1500000
2249,İzmir,Çeşme,Celal Bayar Mh.,Villa,3+1,,180,15000000
2250,Antalya,Serik,Belek Mh.,Villa,4+1,,380,19000000
2251,İstanbul,Kağıthane,Gürsel Mh.,Daire,2+1,Çatı Katı,85,1550000
2252,İzmir,Buca,Efeler Mh.,Daire,3+1,4,140,2350000
2253,Ankara,Çubuk,İkipınar Mh.,Villa,3+1,,120,2050000
2254,İstanbul,Sarıyer,Maslak Mh.,Residence,1+1,10,85,7280000
2255,İzmir,Çeşme,Reisdere Mh.,Villa,4+1,,130,12500000
2256,İstanbul,Bahçelievler,Soğanlı Mh.,Daire,2+1,4,85,3680000
2257,İzmir,Bayraklı,Adalet Mh.,Residence,2+1,1,121,12500000
2258,Ankara,Mamak,Ekin Mh.,Daire,3+1,2,125,1430000
2259,Antalya,Serik,Belek Mh.,Villa,2+1,,150,7900000
2260,İstanbul,Şile,Kumbaba Mh.,Villa,3+1,,145,11450000
2261,Antalya,Korkuteli,Bozova Mh.,Müstakil Ev,5+1,,766,5400000
2262,İstanbul,Sarıyer,Maslak Mh.,Residence,1,16,55,6500000
2263,Balıkesir,Edremit,Güre Mh.,Müstakil Ev,3+1,,180,7700000
2264,Antalya,Döşemealtı,Yalınlı Mh.,Villa,5+1,,340,27500000
2265,Karaman,Karaman Merkez,Yazılı Köyü,Köy Evi,1+1,,450,565000
2266,Ankara,Elmadağ,Yeşildere Fatih Mh.,Müstakil Ev,3+1,,1030,3000000
2267,İzmir,Karşıyaka,Donanmacı Mh.,Daire,2+1,2,90,4100000
2268,İzmir,Buca,Kaynaklar Merkez Mh.,Villa,3+1,,160,6850000
2269,Denizli,Merkezefendi,Gültepe Mh.,Daire,2+1,Düz Giriş,120,1250000
2270,İzmir,Karaburun,Mordoğan Mh.,Villa,4+1,,130,4250000
2271,Antalya,Serik,Belek Mh.,Villa,3+2,,260,14500000
2272,İstanbul,Beylikdüzü,Marmara Mh.,Daire,3+1,2,145,3725000
2273,Manisa,Salihli,Allahdiyen Mh.,Müstakil Ev,2+1,Düz Giriş ,3256,4000000
2274,İstanbul,Maltepe,Zümrütevler Mh.,Daire,2+1,4,95,3550000
2275,İstanbul,Silivri,Mimar Sinan Mh.,Villa,3+1,,250,6500000
2276,Ankara,Sincan,Ertuğrulgazi Mh.,Daire,3+1,3,120,2189000
2277,İzmir,Çeşme,Musalla Mh.,Daire,2+1,2,90,5500000
2278,Aydın,Kuşadası,Karaova Mh.,Müstakil,3+1,,235,7850000
2279,İstanbul,Silivri,Kavaklı İstiklal Mh.,Villa,5+1,,500,14000000
2280,Antalya,Alanya,Payallar Mh.,Residence,2+1,1,105,3338000
2281,Ankara,Etimesgut,Güzelkent Mh.,Villa,6+1,Düz Giriş ,320,8850000
2282,Ankara,Pursaklar,Merkez Mh.,Daire,4+1,8,185,4000000
2283,Adana,Çukurova,Karslılar Mh.,Villa,6+2,,450,17950000
2284,Muğla,Bodrum,Turgutreis Mh.,Villa,2+1,,100,12500000
2285,İstanbul,Beylikdüzü,Beylikdüzü OSB Mh.,Daire,2+1,2,115,1980000
2286,Ankara,Etimesgut,Topçu Mh.,Daire,3+1,3,110,2450000
2287,Konya,Meram,Karahüyük Mh.,Müstakil,3+1,,700,3750000
2288,Ankara,Pursaklar,Merkez Mh.,Daire,3+1,5,135,2675000
2289,İstanbul,Tuzla,Akfırat Mh.,Villa,5+1,,230,12250000
2290,İzmir,Tire,Çiniyeri Mh.,Müstakil Ev,4+2,,991,2500000
2291,Ankara,Keçiören,Aşağı Eğlence Mh.,Daire,2+1,-1,110,1689000
2292,Antalya,Alanya,Kargıcak Mh.,Villa,5+1,Bahçe Dublex,300,9070000
2293,Balıkesir,Burhaniye,Ören Mh.,Villa,4+1,,180,6250000
2294,Ankara,Keçiören,Karakaya Mh.,Daire,3+1,3,145,1925000
2295,Trabzon,Çarşıbaşı,Kaleköy Mh.,Villa,4+1,Düz Giriş ,400,9500000
2296,Ankara,Pursaklar,Saray Fatih Mh.,Daire,4+1,4,190,4895000
2297,Antalya,Serik,Boğazkent Mh.,Villa,3+1,,140,3950000
2298,İzmir,Foça,Ilıpınar Mh.,Müstakil Ev,2+1,,777,4500000
2299,İstanbul,Arnavutköy,İmrahor Mh.,Çiftlik Evi,2+1,,231,3600000
2300,Antalya,Alanya,Avsallar Mh.,Residence,1+1,2,64,4785000
2301,İzmir,Urla,Çamlıçay Mh.,Villa,4+2,,200,12000000
2302,Ankara,Polatlı,Çanakçı Mh.,Müstakil,4+2,,14625,4000000
2303,İstanbul,Sarıyer,Ayazağa Mh.,Residence,3+1,6,175,23500000
2304,Muğla,Bodrum,Geriş Mh.,Villa,5+2,,480,37500000
2305,Çanakkale,Ayvacık,Küçükkuyu Bld. (Mıhlı Mh.),Daire,2+1,1,95,1950000
2306,Ankara,Pursaklar,Sirkeli Yeşilova Mh.,Villa,5+1,,460,6500000
2307,İstanbul,Esenyurt,Fatih Mh.,Daire,3+1,3,130,2030000
2308,İzmir,Güzelbahçe,Çamlı Mh.,Villa,3+1,,120,10000000
2309,Antalya,Serik,Kadriye Mh.,Villa,4+1,,499,12750000
2310,İstanbul,Kağıthane,Merkez Mh.,Daire,4+1,4,240,15000000
2311,Antalya,Kepez,Odabaşı Mh.,Villa,5+1,,360,19900000
2312,İzmir,Karşıyaka,Dedebaşı Mh.,Daire,2+1,4,100,4250000
2313,Balıkesir,Edremit,Akçay Mh.,Müstakil Ev,5+1,,200,9000000
2314,İstanbul,Beykoz,İncirköy Mh.,Müstakil Ev,7+1,,360,26000000
2315,Ankara,Gölbaşı,Hacılar Mh.,Villa,5+1,,330,21950000
2316,İzmir,Foça,Fevzi Çakmak Mh.,Daire,2+1,2,85,4900000
2317,İstanbul,Sarıyer,Huzur Mh.,Residence,3+1,5,198,19000000
2318,Ankara,Çankaya,Naci Çakır Mh.,Bina,5+1,,2520,37500000
2319,Ankara,Pursaklar,Fatih Mh.,Daire,3+1,1,135,3050000
2320,İzmir,Urla,Yenice Mh.,Villa,7+2,,600,42000000
2321,İzmir,Kınık,Yukarı Mh.,Müstakil Ev,1,,145,850000
2322,Konya,Meram,Harmancık Mh.,Villa,5+1,Düz Giriş ,270,8750000
2323,İstanbul,Bakırköy,Ataköy 7-8-9-10. Kısım Mh.,Residence,1+1,8,71,5600000
2324,Antalya,Alanya,Oba Mh.,Daire,2+1,1,121,4010000
2325,Ankara,Mamak,Boğaziçi Mh.,Daire,3+1,2,135,1650000
2326,Konya,Akşehir,Selçuk Mh.,Müstakil Ev,5+2,,150,660000
2327,İzmir,Buca,Yaylacık Mh.,Daire,2+1,1,85,2600000
2328,Ankara,Mamak,Küçük Kayaş Mh.,Daire,2+1,Düz Giriş,105,1275000
2329,Antalya,Serik,Kadriye Mh.,Villa,5+1,,410,17000000
2330,İzmir,Seferihisar,Tepecik Mh.,Villa,5+1,,260,8800000
2331,Konya,Selçuklu,Sille Ak Mh.,Villa,5+1,,270,12500000
2332,Konya,Meram,Alakova Mh.,Müstakil Ev,2+1,,135,2650000
2333,Antalya,Kumluca,Beykonak Mh.,Villa,4+1,,137,3800000
2334,İzmir,Kemalpaşa,Ören 75.yıl Cumhuriyet Mh.,Müstakil Ev,1,,105,450000
2335,İzmir,Foça,Yenibağarası Mh.,Müstakil Ev,4+1,,600,9250000
2336,İzmir,Çeşme,Yalı Mh.,Müstakil,3+1,,124,9500000
2337,Ankara,Gölbaşı,Karşıyaka Mh.,Villa,4+1,Düz Giriş ,230,8900000
2338,Antalya,Konyaaltı,Geyikbayırı Mh.,Villa,6+1,,250,11500000
2339,Ankara,Keçiören,Yükseltepe Mh.,Daire,3+1,3,120,2350000
2340,İstanbul,Esenyurt,Bağlarçeşme Mh.,Daire,2+1,Düz Giriş,100,1159000
2341,Ankara,Gölbaşı,İkizce Mh.,Villa,2+1,,110,1650000
2342,İzmir,Karşıyaka,Dedebaşı Mh.,Daire,2+1,1,100,3700000
2343,Ankara,Mamak,Karşıyaka Mh.,Müstakil Ev,3+1,Düz Giriş ,125,2650000
2344,İzmir,Bayraklı,Körfez Mh.,Daire,3+1,5,155,4500000
2345,İzmir,Urla,Güvendik Mh.,Villa,4+1,,220,17250000
2346,Ankara,Çankaya,Mutlukent Mh.,Bina,7+3,,1100,36000000
2347,Ankara,Altındağ,Karacaören Mh.,Daire,2+1,10,85,1529000
2348,Trabzon,Akçaabat,Darıca Mh.,Bina,4+1,,180,21000000
2349,Ankara,Pursaklar,Tevfik İleri Mh.,Müstakil Ev,4+1,,857,7250000
2350,İstanbul,Sarıyer,Maslak Mh.,Residence,4+1,14,250,28000000
2351,İstanbul,Bakırköy,Ataköy 7-8-9-10. Kısım Mh.,Residence,1+1,10,75,7000000
2352,Antalya,Döşemealtı,Yalınlı Mh.,Villa,4+1,,430,25000000
2353,Antalya,Manavgat,Side Mh.,Müstakil,3+1,,250,6250000
2354,Antalya,Döşemealtı,Altınkale Mh.,Villa,5+1,Düz Giriş ,332,15000000
2355,Tekirdağ,Marmaraereğlisi,Yeniçiftlik Mh.,Villa,5+1,,186,3750000
2356,Antalya,Alanya,Çarşı Mh.,Villa,2+1,,130,6600000
2357,Antalya,Manavgat,Çolaklı Mh.,Müstakil,3+1,,170,5000000
2358,Antalya,Manavgat,Mimar Sinan Mh.,Daire,3+1,4,120,2999999
2359,Antalya,Korkuteli,Uzunoluk Mh.,Müstakil Ev,2+1,,300,3650000
2360,İstanbul,Küçükçekmece,Kartaltepe Mh.,Residence,1,5,58,2425000
2361,İstanbul,Ümraniye,Esenşehir Mh.,Bina,2+1,,750,21500000
2362,İstanbul,Pendik,Sülüntepe Mh.,Daire,3+1,Çatı Dubleks,125,4700000
2363,İzmir,Menemen,9 Eylül Mh.,Daire,2+1,2,90,2300000
2364,Konya,Meram,Alakova Mh.,Müstakil Ev,3+1,Yüksek Giriş,160,3350000
2365,İstanbul,Şile,Çavuş Mh.,Villa,5+1,,250,18000000
2366,İstanbul,Çatalca,Kalfa Mh.,Villa,4+1,,413,9000000
2367,İstanbul,Fatih,Sümbül Efendi Mh.,Daire,2+1,1,80,2450000
2368,Ankara,Gölbaşı,Tulumtaş Mh.,Müstakil,7+1,,350,7200000
2369,İzmir,Narlıdere,Atatürk Mh.,Daire,3+1,5,150,8900000
2370,Ankara,Sincan,Alcı Mh.,Daire,3+1,1,160,1500000
2371,İzmir,Menemen,Kasımpaşa Mh.,Daire,2+1,2,85,3000000
2372,Antalya,Alanya,Mahmutlar Mh.,Residence,1+1,3,70,3350000
2373,İstanbul,Beylikdüzü,Gürpınar Mh.,Daire,3+1,1,145,3299999
2374,İstanbul,Sultanbeyli,Hamidiye Mh.,Daire,2+1,3,95,2690000
2375,İzmir,Çeşme,Alaçatı Mh.,Müstakil Ev,4+1,,300,40000000
2376,İzmir,Gaziemir,Atıfbey Mh.,Daire,3+1,1,135,4150000
2377,İzmir,Urla,Sıra Mh.,Villa,3+1,,130,7500000
2378,İstanbul,Sarıyer,Kumköy Mh.,Villa,4+2,,354,44800000
2379,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mh.,Villa,6+2,,360,15500000
2380,İstanbul,Başakşehir,Kayabaşı Mh.,Residence,2+1,Yüksek Giriş,110,5750000
2381,Mersin,Gülnar,Tırnak Mh.,Müstakil Ev,2+1,,450,750000
2382,İzmir,Torbalı,Torbalı Mh.,Daire,3+1,4,145,1850000
2383,İstanbul,Avcılar,Gümüşpala Mh.,Villa,5+2,,230,18000000
2384,Ankara,Altındağ,Hacettepe Mh.,Bina,4+1,,1000,12000000
2385,İstanbul,Sarıyer,Ayazağa Mh.,Residence,1+1,10,90,8400000
2386,İstanbul,Esenyurt,Üçevler Mh.,Daire,2+1,2,110,1099000
2387,Antalya,Alanya,Mahmutlar Mh.,Villa,5+2,,450,22330000
2388,İzmir,Çiğli,Evka-5 Mh.,Daire,3+1,Yüksek Giriş,140,2000000
2389,Balıkesir,Edremit,Akçay Mh.,Daire,2+1,1,110,1849000
2390,Konya,Akşehir,Karabulut Mh.,Çiftlik Evi,2+1,,1350,1300000
2391,İstanbul,Silivri,Çanta Balaban Mh.,Bina,6+3,,120,9000000
2392,İzmir,Çiğli,Güzeltepe Mh.,Müstakil Ev,3+1,,105,2900000
2393,İstanbul,Esenyurt,Yunus Emre Mh.,Bina,2+1,,140,5500000
2394,İstanbul,Beykoz,Riva Mh.,Villa,3+1,,153,21700000
2395,İstanbul,Başakşehir,Başakşehir Mh.,Daire,3+1,Düz Giriş,130,3750000
2396,İzmir,Karşıyaka,Dedebaşı Mh.,Daire,2+1,Yüksek Giriş,80,2800000
2397,Antalya,Döşemealtı,Altınkale Mh.,Villa,5+1,Düz Giriş ,420,18750000
2398,İstanbul,Büyükçekmece,Pınartepe Mh.,Villa,6+1,,530,17125000
2399,Kocaeli,İzmit,Kadıköy Mh.,Bina,1,,600,6750000
2400,Antalya,Döşemealtı,Çıplaklı Mh.,Villa,4+1,,300,15250000
2401,Ankara,Sincan,Törekent Mh.,Villa,4+1,,360,4250000
2402,Konya,Ilgın,Esentepe Mh.,Müstakil Ev,5+2,,250,1750000
2403,İzmir,Buca,Yiğitler Mh.,Daire,2+1,-1,112,2550000
2404,İstanbul,Sarıyer,Yeniköy Mh.,Bina,1,,250,38000000
2405,Konya,Meram,Osman Gazi Mh.,Villa,5+1,,400,7350000
2406,Ankara,Pursaklar,Merkez Mh.,Daire,4+1,2,150,3300000
2407,Antalya,Alanya,İncekum Mh.,Villa,3+1,Düz Giriş ,220,6620000
2408,Antalya,Alanya,Şekerhane Mh.,Bina,1+1,,300,28450000
2409,Antalya,Serik,Belek Mh.,Villa,4+1,,450,11750000
2410,Manisa,Saruhanlı,Hacırahmanlı Mh.,Müstakil Ev,3+1,,250,1650000
2411,İzmir,Konak,Çankaya Mh.,Daire,2+1,1,80,1550000
2412,Balıkesir,Edremit,Camivasat Mh.,Daire,1,Yüksek Giriş,55,1650000
2413,İstanbul,Sarıyer,Huzur Mh.,Residence,1+1,38,105,9500000
2414,Antalya,Manavgat,Side Mh.,Villa,4+1,,365,15250000
2415,Antalya,Konyaaltı,Siteler Mh.,Daire,3+1,2,170,9750000
2416,Ankara,Pursaklar,Karaköy Mh.,Çiftlik Evi,3+1,,200,2400000
2417,İzmir,Buca,Laleli Mh.,Daire,3+1,2,120,3100000
2418,İzmir,Çiğli,Sasallı Merkez Mh.,Villa,5+1,,1037,37000000
2419,İzmir,Buca,Efeler Mh.,Daire,3+1,4,115,1975000
2420,İzmir,Çeşme,Şifne Mh.,Villa,3+1,,130,14750000
2421,İzmir,Karşıyaka,İnönü Mh.,Daire,1+1,1,60,2650000
2422,Ankara,Etimesgut,Elvan Mh.,Daire,3+1,2,150,3349000
2423,İstanbul,Beşiktaş,Vişnezade Mh.,Residence,5+1,9,262,87230000
2424,Ankara,Yenimahalle,Yeni Batı Mh.,Daire,4+1,7,190,6400000
2425,Antalya,Alanya,Payallar Mh.,Bina,2+1,,800,34800000
2426,İzmir,Urla,İskele Mh.,Villa,4+1,,230,16500000
2427,İstanbul,Kağıthane,Merkez Mh.,Residence,1+1,11,58,4600000
2428,Konya,Selçuklu,Aşağıpınarbaşı Mh.,Villa,4+1,,370,11000000
2429,Antalya,Alanya,Kargıcak Mh.,Villa,8+2,,650,104125000
2430,Antalya,Serik,Kadriye Mh.,Villa,6+1,,720,13500000
2431,Ankara,Çankaya,Prof. Dr. Ahmet Taner Kışlalı Mh.,Villa,3+2,Düz Giriş,300,10000000
2432,Ankara,Mamak,Ege Mh.,Daire,5+2,14,365,5950000
2433,İzmir,Karabağlar,Bahçelievler Mh.,Daire,3+1,1,146,4500000
2434,Ankara,Polatlı,Üçpınar Mh.,Villa,4+2,,320,7800000
2435,İstanbul,Tuzla,Şifa Mh.,Bina,1,,200,11500000
2436,İzmir,Karaburun,Anbarseki Mh.,Müstakil Ev,2+1,,189,3750000
2437,Bursa,Osmangazi,Şehabettinpaşa Mh.,Bina,1,,82,720000
2438,Antalya,Döşemealtı,Karaman Mh.,Villa,4+1,,150,5500000
2439,İzmir,Karabağlar,Esenyalı Mh.,Daire,3+1,3,130,2950000
2440,İstanbul,Kadıköy,Fikirtepe Mh.,Residence,2+1,15,99,7450000
2441,İstanbul,Şile,Balibey Mh.,Villa,7+2,,433,27900000
2442,Antalya,Alanya,Avsallar Mh.,Residence,1+1,1,56,3828000
2443,Sivas,Sivas Merkez,Altuntabak Mh.,Bina,3+1,,125,2500000
2444,İzmir,Bergama,Barbaros Mh.,Müstakil Ev,5+2,,115,2500000
2445,İstanbul,Kadıköy,Merdivenköy Mh.,Residence,2+1,2,103,6175000
2446,İzmir,Karabağlar,Uzundere Mh.,Residence,2+1,3,95,3300000
2447,İzmir,Konak,Kocakapı Mh.,Müstakil Ev,3+1,,163,1650000
2448,Balıkesir,Karesi,Maltepe Mh.,Daire,3+1,2,135,3750000
2449,Kocaeli,Gölcük,İhsaniye Merkez Mh.,Villa,4+1,,216,5990000
2450,İzmir,Güzelbahçe,Yelki Mh.,Daire,3+1,2,135,8500000
2451,İstanbul,Kağıthane,Hürriyet Mh.,Residence,2+1,9,95,5500000
2452,İzmir,Bayraklı,Org. Nafiz Gürman Mh.,Müstakil Ev,2+1,,99,1500000
2453,Konya,Karatay,Fevziçakmak Mh.,Villa,5+1,Düz Giriş ,500,10000000
2454,İstanbul,Silivri,Semizkumlar Mh.,Villa,4+1,,150,13500000
2455,İzmir,Seferihisar,Atatürk Mh.,Villa,3+1,,300,12700000
2456,Konya,Meram,Kozağaç Mh.,Villa,3+1,,650,7250000
2457,İstanbul,Esenyurt,İncirtepe Mh.,Daire,3+1,Düz Giriş,140,1399000
2458,İstanbul,Esenyurt,Güzelyurt Mh.,Daire,2+1,1,110,1800000
2459,Antalya,Döşemealtı,Bahçeyaka Mh.,Villa,5+1,Düz Giriş ,205,8500000
2460,Muğla,Bodrum,Kumbahçe Mh.,Daire,3+2,1,200,13000000
2461,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mh.,Daire,2+1,1,85,1630000
2462,İstanbul,Beylikdüzü,Kavaklı Mh.,Daire,6+2,3,280,5150000
2463,İstanbul,Beylikdüzü,Cumhuriyet Mh.,Daire,1+1,1,85,1100000
2464,İstanbul,Silivri,Selimpaşa Mh.,Daire,3+1,Düz Giriş,120,2000000
2465,İzmir,Buca,Yaylacık Mh.,Daire,2+1,Düz Giriş,120,1950000
2466,İstanbul,Esenyurt,Yeşilkent Mh.,Daire,2+1,Düz Giriş,120,1149000
2467,İstanbul,Kağıthane,Çeliktepe Mh.,Residence,1+1,5,71,4150000
2468,Ankara,Bala,Beynam Mh.,Villa,1+1,Düz Giriş ,70,3250000
2469,Antalya,Alanya,Sugözü Mh.,Daire,3+1,2,150,5450000
2470,Ankara,Keçiören,Şehit Kubilay Mh.,Daire,4+1,2,180,2599000
2471,Antalya,Serik,Belek Mh.,Villa,4+1,,400,13000000
2472,İstanbul,Üsküdar,Çengelköy Mh.,Yalı,6+2,,1000,439000000
2473,İzmir,Seferihisar,Payamlı Mh.,Villa,3+1,,150,5300000
2474,İstanbul,Sultanbeyli,Mimar Sinan Mh.,Daire,3+1,1,150,2070000
2475,Konya,Akşehir,Seyran Mh.,Müstakil,2+1,,850,1700000
2476,İstanbul,Büyükçekmece,Bahçelievler Mh.,Villa,2+1,,300,40000000
2477,Antalya,Alanya,Tosmur Mh.,Residence,2+1,9,120,5250000
2478,Ankara,Sincan,Pınarbaşı Mh.,Daire,3+1,Yüksek Giriş,125,1579000
2479,İzmir,Bayındır,Dereköy Mh.,Müstakil Ev,2+0,,150,2000000
2480,İzmir,Güzelbahçe,Yelki Mh.,Villa,4+1,,200,22500000
2481,Ankara,Çankaya,Birlik Mh.,Daire,3+1,Yüksek Giriş,120,2975000
2482,İzmir,Bergama,Ayaskent Mh.,Müstakil Ev,3+1,,890,1450000
2483,Ankara,Altındağ,Başpınar Mh.,Bina,3+1,,160,2500000
2484,İzmir,Konak,İsmet Paşa Mh.,Müstakil Ev,2+1,,81,1550000
2485,İstanbul,Şişli,Merkez Mh.,Residence,5+1,29,225,34000000
2486,İzmir,Çeşme,Dalyan Mh.,Villa,4+2,,455,45000000
2487,İstanbul,Esenyurt,Selahaddin Eyyubi Mh.,Daire,2+1,Düz Giriş,90,799000
2488,İstanbul,Bağcılar,Demirkapı Mh.,Daire,2+1,Yüksek Giriş,85,2200000
2489,İstanbul,Beykoz,Riva Mh.,Villa,3+1,,184,26500000
2490,Ankara,Sincan,Selçuklu Mh.,Daire,3+1,3,120,2189000
2491,Ankara,Polatlı,Kurtuluş Mh.,Daire,3+1,3,125,1049000
2492,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mh.,Villa,5+2,,380,16000000
2493,Antalya,Kumluca,Mavikent Mh.,Villa,3+1,,400,21000
2494,Ankara,Keçiören,Kuşcağız Mh.,Daire,2+1,-1,130,1609000
2495,Tekirdağ,Süleymanpaşa,Kumbağ Mh.,Daire,2+1,1,65,1550000
2496,İstanbul,Çatalca,Çakıl Mh.,Villa,6+2,,130,6800000
2497,Ankara,Keçiören,Etlik Mh.,Daire,3+1,9,230,3729000
2498,İzmir,Seferihisar,Turabiye Mh.,Daire,1+1,1,75,1550000
2499,İstanbul,Silivri,Cumhuriyet Mh.,Yazlık,2+1,2,95,1550000
2500,Konya,Meram,Çarıklar Mh.,Müstakil Ev,1+1,,1372,3250000
2501,İstanbul,Şile,Çavuş Mh.,Villa,6+2,,458,21000000
2502,İzmir,Buca,Yiğitler Mh.,Daire,3+1,2,135,4750000
2503,İstanbul,Bakırköy,Ataköy 7-8-9-10. Kısım Mh.,Residence,1+1,9,85,5400000
2504,Konya,Meram,Durunday Mh.,Villa,6+1,Bahçe Dublex,300,12850000
2505,İstanbul,Bağcılar,Bağlar Mh.,Residence,1+1,24,79,5425000
2506,İstanbul,Sancaktepe,Abdurrahmangazi Mh.,Daire,4+1,3,160,3700000
2507,İstanbul,Avcılar,Cihangir Mh.,Daire,2+1,2,110,1990000
2508,İstanbul,Kadıköy,Caddebostan Mh.,Residence,2+1,4,100,14000000
2509,İzmir,Konak,Güzelyalı Mh.,Yalı Dairesi,3+1,5,150,11450000
2510,Ankara,Sincan,Tandoğan Mh.,Daire,3+1,Bahçe Dublex,145,1387000
2511,Konya,Selçuklu,Sille Ak Mh.,Villa,5+1,,500,13950000
2512,İzmir,Kemalpaşa,Örnekköy Mh.,Villa,4+1,,274,10500000
2513,İstanbul,Üsküdar,Acıbadem Mh.,Daire,2+1,Düz Giriş,80,5500000
2514,Trabzon,Araklı,Yolgören Mh.,Bina,4+1,,710,8400000
2515,Tekirdağ,Marmaraereğlisi,Yeniçiftlik Mh.,Villa,3+1,,180,2950000
2516,Ankara,Pursaklar,Saray Cumhuriyet Mh.,Villa,5+1,,465,5000000
2517,İzmir,Torbalı,Pancar Mh.,Daire,2+1,Yüksek Giriş,75,1950000
2518,Konya,Meram,Karahüyük Mh.,Bina,1,,800,1200000
2519,Aydın,Koçarlı,Büyükdere Mh.,Çiftlik Evi,2+1,,70,4750000
2520,İstanbul,Beyoğlu,Yahya Kahya Mh.,Daire,2+1,4,150,5250000
2521,Konya,Selçuklu,Sille Mh.,Müstakil Ev,3+1,,150,1250000
2522,Antalya,Döşemealtı,Karaman Mh.,Villa,4+1,,150,7500000
2523,Antalya,Muratpaşa,Güzeloba Mh.,Bina,1,,780,38000000
2524,İzmir,Seferihisar,Atatürk Mh.,Yazlık,3+2,Yüksek Giriş,150,5250000
2525,İzmir,Karabağlar,Vatan Mh.,Daire,1+1,3,65,925000
2526,İzmir,Buca,Karacaağaç Mh.,Villa,5+1,,500,6000000
2527,Antalya,Alanya,Mahmutlar Mh.,Residence,3+1,11,170,5500000
2528,İstanbul,Beşiktaş,Balmumcu Mh.,Daire,3+1,8,156,14000000
2529,Ankara,Sincan,Malazgirt Mh.,Daire,3+1,4,125,2250000
2530,İzmir,Buca,Akıncılar Mh.,Bina,3+1,,250,7500000
2531,İzmir,Tire,Fatih Mh.,Daire,3+1,5,133,1850000
2532,İzmir,Selçuk,Şirince Mh.,Köy Evi,2+1,,300,7500000
2533,Ankara,Gölbaşı,Yavrucuk Mh.,Villa,6+2,,300,6500000
2534,İzmir,Bergama,Fatih Mh.,Daire,1+1,Yüksek Giriş,65,1240000
2535,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mh.,Villa,5+2,,360,12500000
2536,Aydın,Didim,Efeler Mh.,Villa,3+1,,165,7950000
2537,Balıkesir,Edremit,Altınoluk Mh.,Müstakil Ev,3+1,,160,8000000
2538,Antalya,Döşemealtı,Çıplaklı Mh.,Villa,4+1,,190,9500000
2539,İzmir,Torbalı,İnönü Mh.,Villa,4+2,,1000,12000000
2540,Ankara,Keçiören,Yayla Mh.,Daire,3+1,3,130,2500000
2541,İstanbul,Maltepe,Altayçeşme Mh.,Residence,2+1,4,100,3800000
2542,Sivas,Sivas Merkez,Mehmet Akif Ersoy Mh.,Daire,3+1,2,120,1200000
2543,İzmir,Karabağlar,Bozyaka Mh.,Bina,3+1,,110,6300000
2544,İstanbul,Sancaktepe,Sarıgazi Mh.,Daire,2+1,1,100,3150000
2545,İzmir,Buca,Buca Koop. Mh.,Daire,3+1,3,140,4650000
2546,Kocaeli,Kartepe,Suadiye Mh.,Villa,4+1,,226,9950000
2547,İzmir,Buca,Efeler Mh.,Daire,3+1,3,150,3650000
2548,Antalya,Manavgat,Evrenseki Mh.,Müstakil Ev,3+1,,150,12500000
2549,Antalya,Döşemealtı,Altınkale Mh.,Villa,5+1,,650,30000000
2550,Antalya,Gazipaşa,Koru Mh.,Villa,3+2,,350,15000000
2551,Aydın,Söke,Yenicamii Mh.,Residence,2+1,4,118,2850000
2552,Trabzon,Akçaabat,Sarıtaş Mh.,Villa,8+2,,160,9300000
2553,Aydın,Kuşadası,Davutlar Mh.,Villa,3+1,,190,5750000
2554,Antalya,Finike,Kum Mh.,Müstakil Ev,7+1,Düz Giriş ,400,12000000
2555,Yalova,Armutlu,Karşıyaka Mh.,Daire,2+1,2,100,1750000
2556,İstanbul,Pendik,Kaynarca Mh.,Daire,3+1,8,130,2000000
2557,İstanbul,Bahçelievler,Soğanlı Mh.,Daire,2+1,1,90,1600000
2558,İstanbul,Beylikdüzü,Cumhuriyet Mh.,Daire,3+1,-1,140,1375000
2559,İstanbul,Ataşehir,İçerenköy Mh.,Daire,2+1,Düz Giriş,85,2150000
2560,İstanbul,Sarıyer,Ayazağa Mh.,Residence,4+1,8,250,28000000
2561,Ankara,Sincan,İstasyon Mh.,Daire,3+1,Yüksek Giriş,128,1419000
2562,İzmir,Güzelbahçe,Siteler Mh.,Villa,3+1,,200,12750000
2563,İstanbul,Fatih,Hobyar Mh.,Bina,1,,342,28000000
2564,Ankara,Gölbaşı,Kızılcaşar Mh.,Villa,5+1,,300,21900000
2565,İstanbul,Çekmeköy,Ömerli Mh.,Villa,6+2,,800,32750000
2566,Balıkesir,Edremit,Altınkum Mh.,Daire,1+1,Yüksek Giriş,70,1874000
2567,İzmir,Kemalpaşa,Ulucak Mustafa Kemal Atatürk Mh.,Daire,3+1,2,130,3650000
2568,Antalya,Alanya,Mahmutlar Mh.,Villa,3+1,Düz Giriş ,150,8150000
2569,İzmir,Güzelbahçe,Kahramandere Mh.,Villa,4+2,,300,25000000
